geo_area,item,year,gpin
Ecuador,Plantains and others,1969,65.28
El Salvador,Plantains and others,1969,8
Grenada,Plantains and others,1969,1.45
Guatemala,Plantains and others,1969,11.78
Guyana,Plantains and others,1969,364.84
Haiti,Plantains and others,1969,93.83
Honduras,Plantains and others,1969,113.07
Jamaica,Plantains and others,1969,24.51
Nicaragua,Plantains and others,1969,38.38
Panama,Plantains and others,1969,75.86
Peru,Plantains and others,1969,41.05
Puerto Rico,Plantains and others,1969,85.82
Saint Lucia,Plantains and others,1969,NA
Saint Vincent and the Grenadines,Plantains and others,1969,NA
Suriname,Plantains and others,1969,24.66
Trinidad and Tobago,Plantains and others,1969,62.34
Venezuela (Bolivarian Republic of),Plantains and others,1969,57.34
Argentina,Plums and sloes,1969,37.71
Bolivia (Plurinational State of),Plums and sloes,1969,13.67
Canada,Plums and sloes,1969,189.14
Chile,Plums and sloes,1969,6.77
Colombia,Plums and sloes,1969,NA
Ecuador,Plums and sloes,1969,35.68
Grenada,Plums and sloes,1969,56.4
Mexico,Plums and sloes,1969,105.96
Paraguay,Plums and sloes,1969,96.26
Peru,Plums and sloes,1969,95.48
United States of America,Plums and sloes,1969,125.67
Uruguay,Plums and sloes,1969,272.98
Argentina,Potatoes,1969,99.92
Belize,Potatoes,1969,NA
Bolivia (Plurinational State of),Potatoes,1969,58.88
Brazil,Potatoes,1969,39.61
Canada,Potatoes,1969,42.01
Chile,Potatoes,1969,56.7
Colombia,Potatoes,1969,32.08
Costa Rica,Potatoes,1969,21.79
Cuba,Potatoes,1969,105.51
Dominica,Potatoes,1969,274.7
Dominican Republic,Potatoes,1969,30.38
Ecuador,Potatoes,1969,110.38
El Salvador,Potatoes,1969,38.78
Guatemala,Potatoes,1969,5.07
Haiti,Potatoes,1969,21.59
Honduras,Potatoes,1969,14.63
Jamaica,Potatoes,1969,47.72
Mexico,Potatoes,1969,27.68
Nicaragua,Potatoes,1969,3.34
Panama,Potatoes,1969,30.88
Paraguay,Potatoes,1969,324.85
Peru,Potatoes,1969,39.98
Saint Kitts and Nevis,Potatoes,1969,60.61
United States of America,Potatoes,1969,70.33
Uruguay,Potatoes,1969,168.78
Venezuela (Bolivarian Republic of),Potatoes,1969,25.08
Barbados,Pulses nes,1969,36.9
Dominica,Pulses nes,1969,82.19
Guatemala,Pulses nes,1969,NA
Mexico,Pulses nes,1969,NA
Panama,Pulses nes,1969,NA
Peru,Pulses nes,1969,82.97
Saint Kitts and Nevis,Pulses nes,1969,36.69
Saint Lucia,Pulses nes,1969,72.08
Saint Vincent and the Grenadines,Pulses nes,1969,24.63
Suriname,Pulses nes,1969,149.56
Trinidad and Tobago,Pulses nes,1969,106.89
Antigua and Barbuda,"Pumpkins, squash and gourds",1969,13.15
Argentina,"Pumpkins, squash and gourds",1969,119.61
Bahamas,"Pumpkins, squash and gourds",1969,NA
Barbados,"Pumpkins, squash and gourds",1969,NA
Belize,"Pumpkins, squash and gourds",1969,NA
Bolivia (Plurinational State of),"Pumpkins, squash and gourds",1969,NA
Canada,"Pumpkins, squash and gourds",1969,NA
Chile,"Pumpkins, squash and gourds",1969,136.65
Colombia,"Pumpkins, squash and gourds",1969,29.62
Cuba,"Pumpkins, squash and gourds",1969,2.81
Dominica,"Pumpkins, squash and gourds",1969,NA
Dominican Republic,"Pumpkins, squash and gourds",1969,26.21
Ecuador,"Pumpkins, squash and gourds",1969,1310.15
El Salvador,"Pumpkins, squash and gourds",1969,NA
Grenada,"Pumpkins, squash and gourds",1969,100.55
Guyana,"Pumpkins, squash and gourds",1969,NA
Haiti,"Pumpkins, squash and gourds",1969,NA
Honduras,"Pumpkins, squash and gourds",1969,NA
Jamaica,"Pumpkins, squash and gourds",1969,18.28
Mexico,"Pumpkins, squash and gourds",1969,19.47
Paraguay,"Pumpkins, squash and gourds",1969,44.11
Peru,"Pumpkins, squash and gourds",1969,24.47
Puerto Rico,"Pumpkins, squash and gourds",1969,110.9
Saint Lucia,"Pumpkins, squash and gourds",1969,NA
Saint Vincent and the Grenadines,"Pumpkins, squash and gourds",1969,19.62
Trinidad and Tobago,"Pumpkins, squash and gourds",1969,37.76
United States of America,"Pumpkins, squash and gourds",1969,NA
Uruguay,"Pumpkins, squash and gourds",1969,113.64
Venezuela (Bolivarian Republic of),"Pumpkins, squash and gourds",1969,NA
Ecuador,"Pyrethrum, dried",1969,1111.68
Argentina,Quinces,1969,65.99
Bolivia (Plurinational State of),Quinces,1969,798.82
Brazil,Quinces,1969,2637.41
Chile,Quinces,1969,NA
Mexico,Quinces,1969,442.81
Peru,Quinces,1969,137.63
Uruguay,Quinces,1969,128.8
Bolivia (Plurinational State of),Quinoa,1969,13.8
Ecuador,Quinoa,1969,10.92
Peru,Quinoa,1969,7.57
Brazil,Ramie,1969,26415.09
Argentina,Rapeseed,1969,2.16
Brazil,Rapeseed,1969,NA
Canada,Rapeseed,1969,4.18
Chile,Rapeseed,1969,34.71
Mexico,Rapeseed,1969,88.24
Paraguay,Rapeseed,1969,NA
United States of America,Rapeseed,1969,NA
Uruguay,Rapeseed,1969,NA
Canada,Raspberries,1969,69.02
Chile,Raspberries,1969,NA
Mexico,Raspberries,1969,NA
United States of America,Raspberries,1969,15.77
Argentina,"Rice, paddy",1969,22.77
Belize,"Rice, paddy",1969,23.07
Bolivia (Plurinational State of),"Rice, paddy",1969,17.63
Brazil,"Rice, paddy",1969,54.65
Chile,"Rice, paddy",1969,23.32
Colombia,"Rice, paddy",1969,26.87
Costa Rica,"Rice, paddy",1969,45.08
Cuba,"Rice, paddy",1969,44.42
Dominican Republic,"Rice, paddy",1969,21.3
Ecuador,"Rice, paddy",1969,18.02
El Salvador,"Rice, paddy",1969,98.9
Guatemala,"Rice, paddy",1969,43.43
Guyana,"Rice, paddy",1969,30.87
Haiti,"Rice, paddy",1969,58.28
Honduras,"Rice, paddy",1969,20.05
Jamaica,"Rice, paddy",1969,3950
Mexico,"Rice, paddy",1969,164.05
Nicaragua,"Rice, paddy",1969,17.57
Panama,"Rice, paddy",1969,57.73
Paraguay,"Rice, paddy",1969,3.23
Peru,"Rice, paddy",1969,14.47
Puerto Rico,"Rice, paddy",1969,1959.36
Suriname,"Rice, paddy",1969,41.34
Trinidad and Tobago,"Rice, paddy",1969,462.28
United States of America,"Rice, paddy",1969,43.17
Uruguay,"Rice, paddy",1969,9.96
Venezuela (Bolivarian Republic of),"Rice, paddy",1969,29.76
Belize,Roots and tubers nes,1969,716.81
Bolivia (Plurinational State of),Roots and tubers nes,1969,99.03
Colombia,Roots and tubers nes,1969,NA
Costa Rica,Roots and tubers nes,1969,NA
Dominica,Roots and tubers nes,1969,NA
Ecuador,Roots and tubers nes,1969,63.82
Grenada,Roots and tubers nes,1969,101.37
Guyana,Roots and tubers nes,1969,205.61
Haiti,Roots and tubers nes,1969,40.4
Honduras,Roots and tubers nes,1969,38.66
Jamaica,Roots and tubers nes,1969,49.93
Mexico,Roots and tubers nes,1969,15.34
Nicaragua,Roots and tubers nes,1969,4.5
Panama,Roots and tubers nes,1969,NA
Peru,Roots and tubers nes,1969,56.48
Puerto Rico,Roots and tubers nes,1969,384.81
Saint Kitts and Nevis,Roots and tubers nes,1969,123.5
Saint Lucia,Roots and tubers nes,1969,221.12
Saint Vincent and the Grenadines,Roots and tubers nes,1969,142.71
Suriname,Roots and tubers nes,1969,11.12
Trinidad and Tobago,Roots and tubers nes,1969,NA
Venezuela (Bolivarian Republic of),Roots and tubers nes,1969,26.41
Antigua and Barbuda,"Roots and Tubers, Total",1969,60.02
Argentina,"Roots and Tubers, Total",1969,106.71
Bahamas,"Roots and Tubers, Total",1969,35.94
Barbados,"Roots and Tubers, Total",1969,700.77
Belize,"Roots and Tubers, Total",1969,60.85
Bolivia (Plurinational State of),"Roots and Tubers, Total",1969,64.71
Brazil,"Roots and Tubers, Total",1969,118.73
Canada,"Roots and Tubers, Total",1969,42.01
Chile,"Roots and Tubers, Total",1969,57.1
Colombia,"Roots and Tubers, Total",1969,34.44
Costa Rica,"Roots and Tubers, Total",1969,8.29
Cuba,"Roots and Tubers, Total",1969,30.84
Dominica,"Roots and Tubers, Total",1969,60.76
Dominican Republic,"Roots and Tubers, Total",1969,93.52
Ecuador,"Roots and Tubers, Total",1969,143.27
El Salvador,"Roots and Tubers, Total",1969,6.75
Grenada,"Roots and Tubers, Total",1969,98.5
Guatemala,"Roots and Tubers, Total",1969,5.72
Guyana,"Roots and Tubers, Total",1969,63.85
Haiti,"Roots and Tubers, Total",1969,37.95
Honduras,"Roots and Tubers, Total",1969,38.37
Jamaica,"Roots and Tubers, Total",1969,44.15
Mexico,"Roots and Tubers, Total",1969,32.19
Nicaragua,"Roots and Tubers, Total",1969,2.74
Panama,"Roots and Tubers, Total",1969,91.91
Paraguay,"Roots and Tubers, Total",1969,53.06
Peru,"Roots and Tubers, Total",1969,41.45
Puerto Rico,"Roots and Tubers, Total",1969,553.05
Saint Kitts and Nevis,"Roots and Tubers, Total",1969,185.89
Saint Lucia,"Roots and Tubers, Total",1969,191.19
Saint Vincent and the Grenadines,"Roots and Tubers, Total",1969,150.28
Suriname,"Roots and Tubers, Total",1969,23.93
Trinidad and Tobago,"Roots and Tubers, Total",1969,162.85
United States of America,"Roots and Tubers, Total",1969,69.02
Uruguay,"Roots and Tubers, Total",1969,137.13
Venezuela (Bolivarian Republic of),"Roots and Tubers, Total",1969,52.89
Bolivia (Plurinational State of),"Rubber, natural",1969,42.06
Brazil,"Rubber, natural",1969,12.53
Colombia,"Rubber, natural",1969,7
Dominican Republic,"Rubber, natural",1969,NA
Ecuador,"Rubber, natural",1969,NA
Guatemala,"Rubber, natural",1969,1.39
Mexico,"Rubber, natural",1969,NA
Argentina,Rye,1969,538.05
Bolivia (Plurinational State of),Rye,1969,139.37
Brazil,Rye,1969,359.83
Canada,Rye,1969,131.38
Chile,Rye,1969,234.87
Ecuador,Rye,1969,2510.46
Mexico,Rye,1969,NA
Peru,Rye,1969,825.52
United States of America,Rye,1969,300.87
Argentina,Safflower seed,1969,0.04
Mexico,Safflower seed,1969,159.62
United States of America,Safflower seed,1969,202.95
Antigua and Barbuda,Seed cotton,1969,152.38
Argentina,Seed cotton,1969,44.19
Bolivia (Plurinational State of),Seed cotton,1969,11.45
Brazil,Seed cotton,1969,54.08
Colombia,Seed cotton,1969,439.74
Costa Rica,Seed cotton,1969,607.9
Ecuador,Seed cotton,1969,635.42
El Salvador,Seed cotton,1969,235094.34
Grenada,Seed cotton,1969,185.53
Guatemala,Seed cotton,1969,9799.79
Haiti,Seed cotton,1969,132.93
Honduras,Seed cotton,1969,719.97
Mexico,Seed cotton,1969,161.51
Nicaragua,Seed cotton,1969,5910.15
Paraguay,Seed cotton,1969,273.77
Peru,Seed cotton,1969,367.24
Saint Kitts and Nevis,Seed cotton,1969,5000
United States of America,Seed cotton,1969,62.06
Venezuela (Bolivarian Republic of),Seed cotton,1969,569.64
Bolivia (Plurinational State of),Sesame seed,1969,NA
Brazil,Sesame seed,1969,8.65
Colombia,Sesame seed,1969,455.11
Costa Rica,Sesame seed,1969,50.42
Ecuador,Sesame seed,1969,9481.13
El Salvador,Sesame seed,1969,84.68
Guatemala,Sesame seed,1969,8.48
Haiti,Sesame seed,1969,14.61
Honduras,Sesame seed,1969,60.95
Mexico,Sesame seed,1969,298.36
Nicaragua,Sesame seed,1969,186.62
Panama,Sesame seed,1969,41.96
Paraguay,Sesame seed,1969,NA
Peru,Sesame seed,1969,15.05
Venezuela (Bolivarian Republic of),Sesame seed,1969,298.56
Brazil,"Silk-worm cocoons, reelable",1969,71.78
Brazil,Sisal,1969,122.38
Cuba,Sisal,1969,NA
Dominican Republic,Sisal,1969,979.59
Haiti,Sisal,1969,123.58
Jamaica,Sisal,1969,68.18
Mexico,Sisal,1969,1368.23
Venezuela (Bolivarian Republic of),Sisal,1969,477.04
Argentina,Sorghum,1969,81.79
Belize,Sorghum,1969,NA
Bolivia (Plurinational State of),Sorghum,1969,NA
Brazil,Sorghum,1969,0.11
Colombia,Sorghum,1969,619.87
Cuba,Sorghum,1969,49.73
Dominican Republic,Sorghum,1969,778.55
Ecuador,Sorghum,1969,NA
El Salvador,Sorghum,1969,104.43
Guatemala,Sorghum,1969,105
Haiti,Sorghum,1969,201.18
Honduras,Sorghum,1969,165.76
Mexico,Sorghum,1969,39.62
Nicaragua,Sorghum,1969,57.37
Panama,Sorghum,1969,NA
Paraguay,Sorghum,1969,5.93
Peru,Sorghum,1969,1236.34
United States of America,Sorghum,1969,145.06
Uruguay,Sorghum,1969,17.52
Venezuela (Bolivarian Republic of),Sorghum,1969,7.22
Argentina,Soybeans,1969,0.05
Belize,Soybeans,1969,NA
Bolivia (Plurinational State of),Soybeans,1969,0.04
Brazil,Soybeans,1969,1.13
Canada,Soybeans,1969,3.28
Colombia,Soybeans,1969,126
Ecuador,Soybeans,1969,0.86
El Salvador,Soybeans,1969,2.49
Guatemala,Soybeans,1969,NA
Honduras,Soybeans,1969,NA
Mexico,Soybeans,1969,69.5
Nicaragua,Soybeans,1969,NA
Panama,Soybeans,1969,NA
Paraguay,Soybeans,1969,0.37
Peru,Soybeans,1969,8.39
Suriname,Soybeans,1969,396
United States of America,Soybeans,1969,27.97
Uruguay,Soybeans,1969,0.04
Venezuela (Bolivarian Republic of),Soybeans,1969,NA
Argentina,Spices nes,1969,19.14
Bolivia (Plurinational State of),Spices nes,1969,NA
Colombia,Spices nes,1969,NA
Dominica,Spices nes,1969,22.56
Dominican Republic,Spices nes,1969,95.67
Ecuador,Spices nes,1969,NA
Grenada,Spices nes,1969,16.84
Guatemala,Spices nes,1969,3.67
Guyana,Spices nes,1969,NA
Jamaica,Spices nes,1969,24.02
Mexico,Spices nes,1969,NA
Peru,Spices nes,1969,NA
Saint Lucia,Spices nes,1969,42.42
Saint Vincent and the Grenadines,Spices nes,1969,80.21
Canada,Spinach,1969,40.59
Colombia,Spinach,1969,14.32
Costa Rica,Spinach,1969,NA
Haiti,Spinach,1969,30.52
Jamaica,Spinach,1969,6.67
Mexico,Spinach,1969,NA
Peru,Spinach,1969,13.5
United States of America,Spinach,1969,41.71
Venezuela (Bolivarian Republic of),Spinach,1969,NA
Argentina,Strawberries,1969,10.43
Bolivia (Plurinational State of),Strawberries,1969,NA
Brazil,Strawberries,1969,0.47
Canada,Strawberries,1969,66.31
Chile,Strawberries,1969,NA
Colombia,Strawberries,1969,NA
Costa Rica,Strawberries,1969,NA
Ecuador,Strawberries,1969,NA
Guatemala,Strawberries,1969,NA
Mexico,Strawberries,1969,23.68
Paraguay,Strawberries,1969,12.96
Peru,Strawberries,1969,3.23
United States of America,Strawberries,1969,16.11
Venezuela (Bolivarian Republic of),Strawberries,1969,0.95
Argentina,String beans,1969,49.09
Barbados,String beans,1969,NA
Jamaica,String beans,1969,3.13
Mexico,String beans,1969,NA
Peru,String beans,1969,9.13
United States of America,String beans,1969,77.68
Venezuela (Bolivarian Republic of),String beans,1969,29.2
Canada,Sugar beet,1969,154.77
Chile,Sugar beet,1969,58.69
Colombia,Sugar beet,1969,NA
Ecuador,Sugar beet,1969,70.35
Mexico,Sugar beet,1969,NA
United States of America,Sugar beet,1969,80.04
Venezuela (Bolivarian Republic of),Sugar beet,1969,NA
Argentina,Sugar cane,1969,55.88
Bahamas,Sugar cane,1969,14.18
Barbados,Sugar cane,1969,1072.99
Belize,Sugar cane,1969,41.55
Bolivia (Plurinational State of),Sugar cane,1969,19.11
Brazil,Sugar cane,1969,10.01
Colombia,Sugar cane,1969,36.59
Costa Rica,Sugar cane,1969,41.04
Cuba,Sugar cane,1969,238.48
Dominica,Sugar cane,1969,96.59
Dominican Republic,Sugar cane,1969,184.41
Ecuador,Sugar cane,1969,77.72
El Salvador,Sugar cane,1969,21.43
Grenada,Sugar cane,1969,227.53
Guatemala,Sugar cane,1969,7.92
Guyana,Sugar cane,1969,156.31
Haiti,Sugar cane,1969,170.86
Honduras,Sugar cane,1969,23.37
Jamaica,Sugar cane,1969,272.5
Mexico,Sugar cane,1969,57.76
Nicaragua,Sugar cane,1969,26.9
Panama,Sugar cane,1969,48.03
Paraguay,Sugar cane,1969,12.46
Peru,Sugar cane,1969,65.84
Saint Vincent and the Grenadines,Sugar cane,1969,NA
Suriname,Sugar cane,1969,181.81
United States of America,Sugar cane,1969,71.67
Uruguay,Sugar cane,1969,29.29
Venezuela (Bolivarian Republic of),Sugar cane,1969,81.1
Argentina,Sugar Crops Primary,1969,55.88
Bahamas,Sugar Crops Primary,1969,14.18
Barbados,Sugar Crops Primary,1969,1072.99
Belize,Sugar Crops Primary,1969,41.55
Bolivia (Plurinational State of),Sugar Crops Primary,1969,19.11
Brazil,Sugar Crops Primary,1969,10.01
Canada,Sugar Crops Primary,1969,154.77
Chile,Sugar Crops Primary,1969,58.69
Colombia,Sugar Crops Primary,1969,36.56
Costa Rica,Sugar Crops Primary,1969,41.04
Cuba,Sugar Crops Primary,1969,238.48
Dominica,Sugar Crops Primary,1969,96.59
Dominican Republic,Sugar Crops Primary,1969,184.41
Ecuador,Sugar Crops Primary,1969,77.72
El Salvador,Sugar Crops Primary,1969,21.43
Grenada,Sugar Crops Primary,1969,227.53
Guatemala,Sugar Crops Primary,1969,7.92
Guyana,Sugar Crops Primary,1969,156.31
Haiti,Sugar Crops Primary,1969,170.86
Honduras,Sugar Crops Primary,1969,23.37
Jamaica,Sugar Crops Primary,1969,272.5
Mexico,Sugar Crops Primary,1969,57.76
Nicaragua,Sugar Crops Primary,1969,26.9
Panama,Sugar Crops Primary,1969,48.03
Paraguay,Sugar Crops Primary,1969,12.46
Peru,Sugar Crops Primary,1969,65.84
Saint Vincent and the Grenadines,Sugar Crops Primary,1969,NA
Suriname,Sugar Crops Primary,1969,181.81
United States of America,Sugar Crops Primary,1969,76.14
Uruguay,Sugar Crops Primary,1969,147.1
Venezuela (Bolivarian Republic of),Sugar Crops Primary,1969,80.73
Argentina,Sunflower seed,1969,31.96
Bolivia (Plurinational State of),Sunflower seed,1969,NA
Brazil,Sunflower seed,1969,3.8
Canada,Sunflower seed,1969,25.96
Chile,Sunflower seed,1969,662.17
Ecuador,Sunflower seed,1969,NA
Mexico,Sunflower seed,1969,NA
Paraguay,Sunflower seed,1969,NA
United States of America,Sunflower seed,1969,6.83
Venezuela (Bolivarian Republic of),Sunflower seed,1969,NA
Antigua and Barbuda,Sweet potatoes,1969,44.35
Argentina,Sweet potatoes,1969,143.55
Bahamas,Sweet potatoes,1969,13.53
Barbados,Sweet potatoes,1969,276.89
Belize,Sweet potatoes,1969,NA
Bolivia (Plurinational State of),Sweet potatoes,1969,253.04
Brazil,Sweet potatoes,1969,363.6
Chile,Sweet potatoes,1969,90.81
Costa Rica,Sweet potatoes,1969,NA
Cuba,Sweet potatoes,1969,44.61
Dominica,Sweet potatoes,1969,24.21
Dominican Republic,Sweet potatoes,1969,187.02
Ecuador,Sweet potatoes,1969,295.66
El Salvador,Sweet potatoes,1969,35.73
Grenada,Sweet potatoes,1969,116.08
Guatemala,Sweet potatoes,1969,NA
Guyana,Sweet potatoes,1969,NA
Haiti,Sweet potatoes,1969,61.64
Honduras,Sweet potatoes,1969,5.67
Jamaica,Sweet potatoes,1969,35.92
Mexico,Sweet potatoes,1969,247.48
Paraguay,Sweet potatoes,1969,187.74
Peru,Sweet potatoes,1969,56.13
Puerto Rico,Sweet potatoes,1969,2717.18
Saint Kitts and Nevis,Sweet potatoes,1969,133.63
Saint Lucia,Sweet potatoes,1969,138.1
Saint Vincent and the Grenadines,Sweet potatoes,1969,171.02
Suriname,Sweet potatoes,1969,21.72
Trinidad and Tobago,Sweet potatoes,1969,71.84
United States of America,Sweet potatoes,1969,45.83
Uruguay,Sweet potatoes,1969,96.43
Venezuela (Bolivarian Republic of),Sweet potatoes,1969,19.35
Argentina,"Tangerines, mandarins, clementines, satsumas",1969,45.16
Bahamas,"Tangerines, mandarins, clementines, satsumas",1969,NA
Bolivia (Plurinational State of),"Tangerines, mandarins, clementines, satsumas",1969,4.83
Brazil,"Tangerines, mandarins, clementines, satsumas",1969,34.64
Chile,"Tangerines, mandarins, clementines, satsumas",1969,NA
Colombia,"Tangerines, mandarins, clementines, satsumas",1969,NA
Cuba,"Tangerines, mandarins, clementines, satsumas",1969,83.26
Ecuador,"Tangerines, mandarins, clementines, satsumas",1969,42.07
El Salvador,"Tangerines, mandarins, clementines, satsumas",1969,27.77
Haiti,"Tangerines, mandarins, clementines, satsumas",1969,38.73
Jamaica,"Tangerines, mandarins, clementines, satsumas",1969,264.93
Mexico,"Tangerines, mandarins, clementines, satsumas",1969,21.79
Paraguay,"Tangerines, mandarins, clementines, satsumas",1969,61.5
Peru,"Tangerines, mandarins, clementines, satsumas",1969,3.73
United States of America,"Tangerines, mandarins, clementines, satsumas",1969,56.37
Uruguay,"Tangerines, mandarins, clementines, satsumas",1969,32.76
Venezuela (Bolivarian Republic of),"Tangerines, mandarins, clementines, satsumas",1969,NA
Antigua and Barbuda,Taro (cocoyam),1969,24.59
Barbados,Taro (cocoyam),1969,579.39
Dominica,Taro (cocoyam),1969,79.63
Guyana,Taro (cocoyam),1969,NA
Honduras,Taro (cocoyam),1969,NA
Nicaragua,Taro (cocoyam),1969,NA
Saint Lucia,Taro (cocoyam),1969,28
Trinidad and Tobago,Taro (cocoyam),1969,255.38
United States of America,Taro (cocoyam),1969,260.32
Argentina,Tea,1969,26.03
Bolivia (Plurinational State of),Tea,1969,18.29
Brazil,Tea,1969,547.47
Colombia,Tea,1969,NA
Ecuador,Tea,1969,14.85
El Salvador,Tea,1969,NA
Guatemala,Tea,1969,NA
Peru,Tea,1969,59.5
Argentina,"Tobacco, unmanufactured",1969,48.66
Bolivia (Plurinational State of),"Tobacco, unmanufactured",1969,95.41
Brazil,"Tobacco, unmanufactured",1969,31.18
Canada,"Tobacco, unmanufactured",1969,431.9
Chile,"Tobacco, unmanufactured",1969,85.13
Colombia,"Tobacco, unmanufactured",1969,269.42
Costa Rica,"Tobacco, unmanufactured",1969,3542.11
Cuba,"Tobacco, unmanufactured",1969,170.02
Dominican Republic,"Tobacco, unmanufactured",1969,205.32
Ecuador,"Tobacco, unmanufactured",1969,21.13
El Salvador,"Tobacco, unmanufactured",1969,63.29
Guatemala,"Tobacco, unmanufactured",1969,14.4
Guyana,"Tobacco, unmanufactured",1969,104.58
Haiti,"Tobacco, unmanufactured",1969,30.29
Honduras,"Tobacco, unmanufactured",1969,85.31
Jamaica,"Tobacco, unmanufactured",1969,78.32
Mexico,"Tobacco, unmanufactured",1969,469.57
Nicaragua,"Tobacco, unmanufactured",1969,32.79
Panama,"Tobacco, unmanufactured",1969,29.33
Paraguay,"Tobacco, unmanufactured",1969,412.14
Peru,"Tobacco, unmanufactured",1969,125.43
Puerto Rico,"Tobacco, unmanufactured",1969,362900
Saint Vincent and the Grenadines,"Tobacco, unmanufactured",1969,NA
Trinidad and Tobago,"Tobacco, unmanufactured",1969,113.18
United States of America,"Tobacco, unmanufactured",1969,243.21
Uruguay,"Tobacco, unmanufactured",1969,8.69
Venezuela (Bolivarian Republic of),"Tobacco, unmanufactured",1969,274.97
Antigua and Barbuda,Tomatoes,1969,18.65
