Hours Since Dec 1 2017,Rented Bike Count,Temperature(degC),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(degC),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
1703,193,2,70,0.7,689,-2.9,0,0,0,Winter,No Holiday,Yes
1704,197,1.5,71,1.1,590,-3.1,0,0,0,Winter,No Holiday,Yes
1705,237,1.7,71,1.2,584,-3,0,0,0,Winter,No Holiday,Yes
1706,169,1.9,71,1.5,584,-2.8,0,0,0,Winter,No Holiday,Yes
1707,145,2,71,1.2,534,-2.7,0,0,0,Winter,No Holiday,Yes
1708,79,1.9,74,1.2,514,-2.2,0,0,0,Winter,No Holiday,Yes
1709,41,1.8,75,2,484,-2.1,0,0,0,Winter,No Holiday,Yes
1710,48,1.6,78,1.6,448,-1.8,0,0,0,Winter,No Holiday,Yes
1711,97,1.6,81,1.4,393,-1.3,0,0,0,Winter,No Holiday,Yes
1712,188,1.6,82,1.3,349,-1.1,0.01,0,0,Winter,No Holiday,Yes
1713,222,1.6,78,2,260,-1.8,0.17,0,0,Winter,No Holiday,Yes
1714,223,1.8,73,2.8,270,-2.5,0.69,0,0,Winter,No Holiday,Yes
1715,235,2.6,62,2.9,294,-3.9,1.12,0,0,Winter,No Holiday,Yes
1716,248,2.9,53,4.7,354,-5.7,1.37,0,0,Winter,No Holiday,Yes
1717,296,2.8,31,4,967,-12.6,1.42,0,0,Winter,No Holiday,Yes
1718,286,2.2,24,4.5,1700,-16.3,1.66,0,0,Winter,No Holiday,Yes
1719,277,2,20,4.1,1942,-18.6,1.49,0,0,Winter,No Holiday,Yes
1720,291,0.3,17,4.9,2000,-21.9,0.87,0,0,Winter,No Holiday,Yes
1721,277,-0.9,19,5,2000,-21.6,0.48,0,0,Winter,No Holiday,Yes
1722,216,-2,15,5.6,2000,-25.2,0.13,0,0,Winter,No Holiday,Yes
1723,151,-3.1,14,5.1,2000,-26.9,0,0,0,Winter,No Holiday,Yes
1724,132,-4.4,19,5.8,2000,-24.6,0,0,0,Winter,No Holiday,Yes
1725,124,-5.6,28,4.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
1726,128,-6.2,32,3.5,2000,-20.2,0,0,0,Winter,No Holiday,Yes
1727,118,-6.7,35,2.1,2000,-19.6,0,0,0,Winter,No Holiday,Yes
1728,112,-6.9,36,2.1,2000,-19.5,0,0,0,Winter,No Holiday,Yes
1729,95,-7,38,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes
1730,93,-7,42,1.6,2000,-17.7,0,0,0,Winter,No Holiday,Yes
1731,58,-7.2,43,2,2000,-17.6,0,0,0,Winter,No Holiday,Yes
1732,34,-7.5,42,2.4,1998,-18.2,0,0,0,Winter,No Holiday,Yes
1733,19,-7.8,39,2.8,2000,-19.3,0,0,0,Winter,No Holiday,Yes
1734,39,-8.4,33,1.4,1963,-21.8,0,0,0,Winter,No Holiday,Yes
1735,40,-9.2,34,2,1945,-22.2,0,0,0,Winter,No Holiday,Yes
1736,81,-9.4,29,1.9,1967,-24.1,0.03,0,0,Winter,No Holiday,Yes
1737,126,-8.6,28,1.5,1786,-23.8,0.49,0,0,Winter,No Holiday,Yes
1738,130,-6.9,21,3.4,1827,-25.6,1.16,0,0,Winter,No Holiday,Yes
1739,155,-5,25,3.2,1853,-22,1.75,0,0,Winter,No Holiday,Yes
1740,174,-3.9,28,2.9,1921,-19.7,2.12,0,0,Winter,No Holiday,Yes
1741,212,-2.4,28,3,1953,-18.4,2.35,0,0,Winter,No Holiday,Yes
1742,191,-2.2,29,4.1,1983,-17.8,1.93,0,0,Winter,No Holiday,Yes
1743,181,-2.6,31,2.7,1987,-17.4,1.36,0,0,Winter,No Holiday,Yes
1744,175,-3.6,36,4.4,2000,-16.5,0.67,0,0,Winter,No Holiday,Yes
1745,198,-4.2,47,2.7,2000,-13.8,0.31,0,0,Winter,No Holiday,Yes
1746,150,-4.6,56,3.6,2000,-12,0.09,0,0,Winter,No Holiday,Yes
1747,147,-5.2,66,3.1,2000,-10.5,0,0,0,Winter,No Holiday,Yes
1748,127,-5.7,67,2.6,2000,-10.8,0,0,0,Winter,No Holiday,Yes
1749,119,-5.6,69,2.2,1984,-10.3,0,0,0,Winter,No Holiday,Yes
1750,103,-5.8,57,3.2,1980,-12.9,0,0,0,Winter,No Holiday,Yes
1751,91,-7,49,3.4,1984,-15.9,0,0,0,Winter,No Holiday,Yes
1752,103,-7.7,52,3.2,1982,-15.8,0,0,0,Winter,No Holiday,Yes
1753,69,-7.9,52,3.7,1961,-16,0,0,0,Winter,No Holiday,Yes
1754,45,-8.3,49,2.7,2000,-17.1,0,0,0,Winter,No Holiday,Yes
1755,21,-8.5,35,2.7,2000,-21.2,0,0,0,Winter,No Holiday,Yes
1756,33,-8.6,31,3.5,2000,-22.7,0,0,0,Winter,No Holiday,Yes
1757,30,-9.2,37,1.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
1758,109,-9.5,36,1.5,2000,-21.8,0,0,0,Winter,No Holiday,Yes
1759,236,-9.5,35,1.1,2000,-22.1,0,0,0,Winter,No Holiday,Yes
1760,517,-9.1,33,2.1,1998,-22.4,0.03,0,0,Winter,No Holiday,Yes
1761,262,-8.4,28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes
1762,161,-6.7,23,2.4,1938,-24.4,1.25,0,0,Winter,No Holiday,Yes
1763,190,-6.1,25,2.8,1976,-22.9,1.28,0,0,Winter,No Holiday,Yes
1764,202,-4.6,32,4.2,1874,-18.8,1.43,0,0,Winter,No Holiday,Yes
1765,246,-2.7,29,2.9,1961,-18.3,2.29,0,0,Winter,No Holiday,Yes
1766,182,-2.4,30,3.4,1824,-17.6,2.08,0,0,Winter,No Holiday,Yes
1767,228,-2.1,30,3.9,1933,-17.3,2.22,0,0,Winter,No Holiday,Yes
1768,239,-2.4,33,4.5,1815,-16.5,1.55,0,0,Winter,No Holiday,Yes
1769,288,-3.1,36,4.4,1988,-16,0.89,0,0,Winter,No Holiday,Yes
1770,475,-4.4,46,3.5,2000,-14.3,0.23,0,0,Winter,No Holiday,Yes
1771,340,-4.9,52,2,2000,-13.2,0,0,0,Winter,No Holiday,Yes
1772,244,-4.7,55,1.7,2000,-12.3,0,0,0,Winter,No Holiday,Yes
1773,253,-4.3,59,3,1239,-11.1,0,0,0,Winter,No Holiday,Yes
1774,200,-4.2,57,1.7,2000,-11.4,0,0,0,Winter,No Holiday,Yes
1775,140,-4.4,58,2.4,2000,-11.4,0,0,0,Winter,No Holiday,Yes
1776,158,-5,60,1.8,1995,-11.5,0,0,0,Winter,No Holiday,Yes
1777,146,-5.5,60,1.3,1994,-12,0,0,0,Winter,No Holiday,Yes
1778,106,-6,58,2,2000,-12.9,0,0,0,Winter,No Holiday,Yes
1779,70,-6.2,61,1.3,1992,-12.5,0,0,0,Winter,No Holiday,Yes
1780,46,-6.4,62,1.8,1978,-12.4,0,0,0,Winter,No Holiday,Yes
1781,51,-6.7,64,1.6,1981,-12.3,0,0,0,Winter,No Holiday,Yes
1782,96,-7.1,70,1,1977,-11.6,0,0,0,Winter,No Holiday,Yes
1783,294,-7.2,70,1.9,1946,-11.7,0,0,0,Winter,No Holiday,Yes
1784,568,-7.1,68,0.6,1931,-12,0.03,0,0,Winter,No Holiday,Yes
1785,285,-5.9,52,1.4,1935,-14.1,0.53,0,0,Winter,No Holiday,Yes
1786,200,-2.4,41,1.5,1905,-13.8,1.19,0,0,Winter,No Holiday,Yes
1787,252,-0.3,40,3.4,1728,-12.2,1.73,0,0,Winter,No Holiday,Yes
1788,281,1,41,3.3,1794,-10.8,2.11,0,0,Winter,No Holiday,Yes
1789,256,2.6,40,3.5,1854,-9.6,2.28,0,0,Winter,No Holiday,Yes
1790,300,3.7,39,3.8,1908,-9,2.19,0,0,Winter,No Holiday,Yes
1791,295,3.7,40,5.3,1950,-8.6,1.96,0,0,Winter,No Holiday,Yes
1792,328,3.9,41,4,1973,-8.1,1.24,0,0,Winter,No Holiday,Yes
1793,410,3.5,46,3.1,1992,-7,0.39,0,0,Winter,No Holiday,Yes
1794,604,3.1,50,3.7,2000,-6.3,0.07,0,0,Winter,No Holiday,Yes
1795,406,2.4,57,3.2,1995,-5.2,0,0,0,Winter,No Holiday,Yes
1796,323,2.3,59,3.8,1981,-4.9,0,0,0,Winter,No Holiday,Yes
1797,290,2.6,57,3.8,2000,-5,0,0,0,Winter,No Holiday,Yes
1798,291,2.6,57,3.1,2000,-5,0,0,0,Winter,No Holiday,Yes
1799,211,2.4,59,3.2,2000,-4.8,0,0,0,Winter,No Holiday,Yes
1800,178,2,65,2.2,1885,-3.9,0,0,0,Winter,No Holiday,Yes
1801,213,1.3,67,1.2,1738,-4.1,0,0,0,Winter,No Holiday,Yes
1802,129,1.2,64,0.9,1680,-4.8,0,0,0,Winter,No Holiday,Yes
1803,101,1.1,65,1,1596,-4.7,0,0,0,Winter,No Holiday,Yes
1804,51,1.1,67,1.7,1506,-4.3,0,0,0,Winter,No Holiday,Yes
1805,56,1,68,0.6,1519,-4.2,0,0,0,Winter,No Holiday,Yes
1806,108,1.1,66,0.9,1550,-4.5,0,0,0,Winter,No Holiday,Yes
1807,292,1.3,66,1.1,1534,-4.3,0,0,0,Winter,No Holiday,Yes
1808,606,2.1,65,1.1,1559,-3.8,0.01,0,0,Winter,No Holiday,Yes
1809,326,3.9,64,2.9,1483,-2.3,0.18,0,0,Winter,No Holiday,Yes
1810,241,5.2,65,3.9,1313,-0.8,0.56,0,0,Winter,No Holiday,Yes
1811,288,6.3,67,3.5,1179,0.6,0.52,0,0,Winter,No Holiday,Yes
1812,312,6.9,67,3.9,986,1.1,0.42,0,0,Winter,No Holiday,Yes
1813,349,7.2,65,3.8,773,1,0.61,0,0,Winter,No Holiday,Yes
1814,398,7.8,57,3.5,675,-0.2,1.34,0,0,Winter,No Holiday,Yes
1815,461,8.7,48,4.1,767,-1.7,1.68,0,0,Winter,No Holiday,Yes
1816,447,8,36,3.5,1013,-6.1,1.09,0,0,Winter,No Holiday,Yes
1817,484,6.6,34,2.8,1300,-8.1,0.42,0,0,Winter,No Holiday,Yes
1818,559,5.1,34,2.3,1440,-9.5,0.09,0,0,Winter,No Holiday,Yes
1819,316,3.9,37,1.4,1417,-9.4,0,0,0,Winter,No Holiday,Yes
1820,262,2.8,29,2.8,1473,-13.5,0,0,0,Winter,No Holiday,Yes
1821,216,1.7,27,3.1,1734,-15.3,0,0,0,Winter,No Holiday,Yes
1822,218,0.3,33,4,1436,-14.1,0,0,0,Winter,No Holiday,Yes
1823,160,-0.3,35,2.1,1577,-13.9,0,0,0,Winter,No Holiday,Yes
1824,126,-0.7,37,3.5,1716,-13.6,0,0,0,Winter,Holiday,Yes
1825,123,-1.1,38,2.8,1999,-13.6,0,0,0,Winter,Holiday,Yes
1826,112,-1.2,35,2.2,2000,-14.7,0,0,0,Winter,Holiday,Yes
1827,74,-1.4,34,2.1,2000,-15.2,0,0,0,Winter,Holiday,Yes
1828,58,-1.9,34,3,2000,-15.7,0,0,0,Winter,Holiday,Yes
1829,32,-2.4,33,3.1,2000,-16.5,0,0,0,Winter,Holiday,Yes
1830,39,-2.6,38,1,2000,-15,0,0,0,Winter,Holiday,Yes
1831,55,-3,40,0.9,2000,-14.7,0,0,0,Winter,Holiday,Yes
1832,112,-3,38,1,2000,-15.4,0,0,0,Winter,Holiday,Yes
1833,112,-3.5,30,1.5,1980,-18.6,0,0,0,Winter,Holiday,Yes
1834,127,-1.6,26,1.9,1980,-18.6,1.29,0,0,Winter,Holiday,Yes
1835,170,0.1,22,2,2000,-19.1,1.84,0,0,Winter,Holiday,Yes
1836,174,1.7,20,3,1983,-18.9,2.28,0,0,Winter,Holiday,Yes
1837,240,2.2,18,3.4,1942,-19.7,2.3,0,0,Winter,Holiday,Yes
1838,270,2.9,14,4.3,2000,-22,2.29,0,0,Winter,Holiday,Yes
1839,276,3.8,17,3.2,2000,-19,1.97,0,0,Winter,Holiday,Yes
1840,273,3.2,16,3,2000,-20.2,1.45,0,0,Winter,Holiday,Yes
1841,236,2.4,17,3.1,1990,-20.2,0.78,0,0,Winter,Holiday,Yes
1842,190,1.1,18,2.5,2000,-20.6,0.2,0,0,Winter,Holiday,Yes
1843,166,0.1,21,2.9,2000,-19.7,0,0,0,Winter,Holiday,Yes
1844,148,-0.4,27,2.2,2000,-17.1,0,0,0,Winter,Holiday,Yes
1845,134,-1.1,32,2.4,2000,-15.7,0,0,0,Winter,Holiday,Yes
1846,145,-1.9,30,0.8,2000,-17.2,0,0,0,Winter,Holiday,Yes
1847,92,-2.5,31,1.4,1996,-17.3,0,0,0,Winter,Holiday,Yes
1848,105,-3.3,35,1.8,1977,-16.6,0,0,0,Winter,Holiday,Yes
1849,77,-3.6,35,2,1943,-16.8,0,0,0,Winter,Holiday,Yes
1850,47,-4.1,38,1.2,1996,-16.3,0,0,0,Winter,Holiday,Yes
1851,36,-4.4,37,1.7,1989,-16.9,0,0,0,Winter,Holiday,Yes
1852,35,-4.5,42,1.4,1944,-15.5,0,0,0,Winter,Holiday,Yes
1853,28,-5,44,0.9,1976,-15.3,0,0,0,Winter,Holiday,Yes
1854,30,-5.2,42,0.7,1980,-16.1,0,0,0,Winter,Holiday,Yes
1855,49,-5.4,41,0.3,2000,-16.6,0,0,0,Winter,Holiday,Yes
1856,68,-5.4,38,0.7,2000,-17.5,0.04,0,0,Winter,Holiday,Yes
1857,48,-4.3,33,0.7,1923,-18.2,0.6,0,0,Winter,Holiday,Yes
1858,78,-1.3,32,1.5,1933,-15.9,1.24,0,0,Winter,Holiday,Yes
1859,93,1,25,1.4,1782,-16.8,1.7,0,0,Winter,Holiday,Yes
1860,137,2.2,19,1.4,1946,-19.1,2.01,0,0,Winter,Holiday,Yes
1861,169,3.5,17,3.2,1971,-19.3,2.2,0,0,Winter,Holiday,Yes
1862,196,4.2,18,3.3,1976,-18,2.25,0,0,Winter,Holiday,Yes
1863,243,4,26,3.5,2000,-13.8,1.75,0,0,Winter,Holiday,Yes
1864,189,3.3,38,3.8,1921,-9.6,1.33,0,0,Winter,Holiday,Yes
1865,210,2.5,48,4.2,1979,-7.4,0.76,0,0,Winter,Holiday,Yes
1866,165,1.4,56,3.2,1932,-6.4,0.22,0,0,Winter,Holiday,Yes
1867,126,0.6,59,2.3,1939,-6.5,0,0,0,Winter,Holiday,Yes
1868,150,0.2,61,1.9,1956,-6.4,0,0,0,Winter,Holiday,Yes
1869,114,0.1,67,2.5,1451,-5.3,0,0,0,Winter,Holiday,Yes
1870,116,-0.6,70,3.4,1204,-5.4,0,0,0,Winter,Holiday,Yes
1871,84,-2,51,3.2,1336,-10.8,0,0,0,Winter,Holiday,Yes
1872,79,-2.7,41,3.2,1695,-14.1,0,0,0,Winter,Holiday,Yes
1873,71,-3.1,36,3.5,2000,-16,0,0,0,Winter,Holiday,Yes
1874,56,-3.8,30,3.9,2000,-18.8,0,0,0,Winter,Holiday,Yes
1875,34,-4.5,28,3,2000,-20.3,0,0,0,Winter,Holiday,Yes
1876,20,-5.2,28,2.5,2000,-20.9,0,0,0,Winter,Holiday,Yes
1877,14,-5.7,31,2.3,1999,-20.1,0,0,0,Winter,Holiday,Yes
1878,39,-6.2,32,2.5,2000,-20.2,0,0,0,Winter,Holiday,Yes
1879,35,-6.8,32,1.6,2000,-20.7,0,0,0,Winter,Holiday,Yes
1880,80,-7.1,30,1.7,1991,-21.7,0.04,0,0,Winter,Holiday,Yes
1881,98,-6.5,26,2.4,1874,-22.8,0.64,0,0,Winter,Holiday,Yes
1882,103,-4.3,21,1.4,1908,-23.4,1.34,0,0,Winter,Holiday,Yes
1883,155,-2.8,19,2.6,1957,-23.2,1.91,0,0,Winter,Holiday,Yes
1884,183,-1.3,17,1.5,1998,-23.2,2.28,0,0,Winter,Holiday,Yes
1885,193,-0.4,15,2.4,1938,-23.9,2.46,0,0,Winter,Holiday,Yes
1886,258,-0.1,15,4,2000,-23.7,2.39,0,0,Winter,Holiday,Yes
1887,273,1,14,4.6,2000,-23.5,2.12,0,0,Winter,Holiday,Yes
1888,267,1.3,15,4.2,2000,-22.5,1.63,0,0,Winter,Holiday,Yes
1889,250,0.6,17,3.3,2000,-21.7,0.79,0,0,Winter,Holiday,Yes
1890,223,-0.3,17,1.9,2000,-22.4,0.2,0,0,Winter,Holiday,Yes
1891,169,-1.5,32,2.5,2000,-16,0,0,0,Winter,Holiday,Yes
1892,145,-2.1,38,2,2000,-14.5,0,0,0,Winter,Holiday,Yes
1893,133,-2.3,38,2.3,2000,-14.7,0,0,0,Winter,Holiday,Yes
1894,123,-2.7,42,2.2,2000,-13.8,0,0,0,Winter,Holiday,Yes
1895,117,-2.9,31,3.8,2000,-17.7,0,0,0,Winter,Holiday,Yes
1896,99,-3.6,33,1.7,2000,-17.5,0,0,0,Winter,No Holiday,Yes
1897,103,-4.4,33,1.4,2000,-18.2,0,0,0,Winter,No Holiday,Yes
1898,86,-4.7,33,0.1,2000,-18.5,0,0,0,Winter,No Holiday,Yes
1899,56,-4.5,26,0,2000,-21.1,0,0,0,Winter,No Holiday,Yes
1900,37,-4.1,27,0.6,2000,-20.3,0,0,0,Winter,No Holiday,Yes
1901,22,-4,28,0.5,2000,-19.8,0,0,0,Winter,No Holiday,Yes
1902,38,-4.1,30,1.1,2000,-19.1,0,0,0,Winter,No Holiday,Yes
1903,52,-4.6,31,1.2,2000,-19.2,0,0,0,Winter,No Holiday,Yes
1904,92,-4.8,31,0.8,2000,-19.3,0.02,0,0,Winter,No Holiday,Yes
1905,137,-4.1,30,0.5,2000,-19.1,0.28,0,0,Winter,No Holiday,Yes
1906,156,-1.8,23,0.6,2000,-20.2,0.8,0,0,Winter,No Holiday,Yes
1907,183,0,20,0.8,1975,-20.3,1.05,0,0,Winter,No Holiday,Yes
1908,263,2.2,17,1,1979,-20.4,1.75,0,0,Winter,No Holiday,Yes
1909,337,3.7,17,1.4,2000,-19.1,1.98,0,0,Winter,No Holiday,Yes
1910,372,4.1,17,1.8,1996,-18.8,1.87,0,0,Winter,No Holiday,Yes
1911,440,5,16,2,1970,-18.8,1.42,0,0,Winter,No Holiday,Yes
1912,404,5.1,16,1.8,1998,-18.7,1.17,0,0,Winter,No Holiday,Yes
1913,354,4.2,17,2.5,1990,-18.7,0.66,0,0,Winter,No Holiday,Yes
1914,310,2.8,25,3,2000,-15.3,0.22,0,0,Winter,No Holiday,Yes
1915,238,1.5,30,2.6,2000,-14.2,0,0,0,Winter,No Holiday,Yes
1916,213,0.6,33,1.9,2000,-13.8,0,0,0,Winter,No Holiday,Yes
1917,226,0.2,32,1.1,1951,-14.5,0,0,0,Winter,No Holiday,Yes
1918,191,-0.3,34,1.6,1981,-14.2,0,0,0,Winter,No Holiday,Yes
1919,153,-0.7,37,0.9,1814,-13.6,0,0,0,Winter,No Holiday,Yes
1920,148,-1.1,39,1.7,1832,-13.3,0,0,0,Winter,No Holiday,Yes
1921,101,-1.4,42,1.1,1805,-12.6,0,0,0,Winter,No Holiday,Yes
1922,59,-1.4,41,1.1,1582,-12.9,0,0,0,Winter,No Holiday,Yes
1923,42,-1.4,41,1.6,1870,-12.9,0,0,0,Winter,No Holiday,Yes
1924,50,-1.9,44,0.7,1907,-12.5,0,0,0,Winter,No Holiday,Yes
1925,59,-1.8,44,0.5,1862,-12.4,0,0,0,Winter,No Holiday,Yes
1926,139,-1.4,46,0.3,1651,-11.5,0,0,0,Winter,No Holiday,Yes
1927,349,-0.9,45,0.9,1820,-11.3,0,0,0,Winter,No Holiday,Yes
1928,646,-1.2,51,0.8,1800,-10,0.05,0,0,Winter,No Holiday,Yes
1929,347,-0.6,43,0.5,1596,-11.6,0.52,0,0,Winter,No Holiday,Yes
1930,235,2.6,45,1.2,1230,-8.1,1.17,0,0,Winter,No Holiday,Yes
1931,314,4.3,44,2.3,1091,-6.9,1.77,0,0,Winter,No Holiday,Yes
1932,361,4.7,43,2.1,1131,-6.8,1.38,0,0,Winter,No Holiday,Yes
1933,332,5.1,41,1.8,1097,-7,1.03,0,0,Winter,No Holiday,Yes
1934,373,5.6,38,1.6,1087,-7.6,1.1,0,0,Winter,No Holiday,Yes
1935,392,6.3,35,2.6,991,-8,1.2,0,0,Winter,No Holiday,Yes
1936,403,6.3,35,2.9,1117,-8,1.1,0,0,Winter,No Holiday,Yes
1937,522,5.7,36,3,1073,-8.2,0.57,0,0,Winter,No Holiday,Yes
1938,819,4.7,43,2.4,938,-6.8,0.19,0,0,Winter,No Holiday,Yes
1939,533,3.6,55,1.6,728,-4.6,0,0,0,Winter,No Holiday,Yes
1940,417,2.4,60,1.9,661,-4.5,0,0,0,Winter,No Holiday,Yes
1941,388,1.8,63,1.2,604,-4.5,0,0,0,Winter,No Holiday,Yes
1942,357,1,69,0.7,525,-4,0,0,0,Winter,No Holiday,Yes
1943,218,0.5,73,1.5,465,-3.7,0,0,0,Winter,No Holiday,Yes
1944,177,0,75,2.3,394,-3.9,0,0,0,Winter,No Holiday,Yes
1945,172,-0.5,76,1.6,402,-4.2,0,0,0,Winter,No Holiday,Yes
1946,115,-0.8,76,0.8,421,-4.5,0,0,0,Winter,No Holiday,Yes
1947,63,-1.3,80,0.7,392,-4.3,0,0,0,Winter,No Holiday,Yes
1948,64,-1.6,83,0.6,368,-4.1,0,0,0,Winter,No Holiday,Yes
1949,79,-1.8,82,1.3,375,-4.4,0,0,0,Winter,No Holiday,Yes
1950,164,-2.1,82,1.8,381,-4.7,0,0,0,Winter,No Holiday,Yes
1951,404,-2.2,76,1.9,527,-5.8,0,0,0,Winter,No Holiday,Yes
1952,727,-2.1,71,1.7,610,-6.6,0.06,0,0,Winter,No Holiday,Yes
1953,384,-1.4,56,1.4,709,-9,0.54,0,0,Winter,No Holiday,Yes
1954,265,1.1,38,3.1,1184,-11.6,1.13,0,0,Winter,No Holiday,Yes
1955,322,2.8,35,3.9,1265,-11.1,1.71,0,0,Winter,No Holiday,Yes
1956,356,4,23,3.5,1785,-15.3,2.03,0,0,Winter,No Holiday,Yes
1957,370,4.2,22,3.9,1812,-15.6,2.21,0,0,Winter,No Holiday,Yes
1958,335,5,20,3.7,1866,-16.1,2.12,0,0,Winter,No Holiday,Yes
1959,431,5.4,18,3.7,1940,-17,1.82,0,0,Winter,No Holiday,Yes
1960,393,5.1,17,3.4,2000,-18,1.2,0,0,Winter,No Holiday,Yes
1961,514,3.9,19,3.6,2000,-17.6,0.58,0,0,Winter,No Holiday,Yes
1962,764,3.2,20,2.9,2000,-17.6,0.16,0,0,Winter,No Holiday,Yes
1963,522,2.5,21,2.2,2000,-17.6,0,0,0,Winter,No Holiday,Yes
1964,358,1.8,19,3.1,2000,-19.4,0,0,0,Winter,No Holiday,Yes
1965,415,1.1,21,1.6,2000,-18.8,0,0,0,Winter,No Holiday,Yes
1966,319,0.5,22,2.9,2000,-18.8,0,0,0,Winter,No Holiday,Yes
1967,242,-0.5,26,3.3,2000,-17.7,0,0,0,Winter,No Holiday,Yes
1968,171,-1.4,28,3.4,1990,-17.6,0,0,0,Winter,No Holiday,Yes
1969,162,-2.2,31,1.1,1970,-17,0,0,0,Winter,No Holiday,Yes
1970,105,-2.9,31,1.6,1931,-17.7,0,0,0,Winter,No Holiday,Yes
1971,59,-3.4,32,0.9,1977,-17.7,0,0,0,Winter,No Holiday,Yes
1972,50,-3.8,32,1.1,2000,-18.1,0,0,0,Winter,No Holiday,Yes
1973,63,-4,35,1.8,2000,-17.2,0,0,0,Winter,No Holiday,Yes
1974,159,-4,34,3.4,2000,-17.5,0,0,0,Winter,No Holiday,Yes
1975,385,-4.1,35,3.5,1980,-17.3,0,0,0,Winter,No Holiday,Yes
1976,718,-4.3,36,1.9,1955,-17.1,0.06,0,0,Winter,No Holiday,Yes
1977,373,-3.8,28,1.7,1904,-19.6,0.63,0,0,Winter,No Holiday,Yes
1978,244,-1.8,25,2.6,1913,-19.2,1.17,0,0,Winter,No Holiday,Yes
1979,276,0.2,22,2.2,1907,-19,1.57,0,0,Winter,No Holiday,Yes
1980,351,2.2,17,2,1824,-20.4,1.99,0,0,Winter,No Holiday,Yes
1981,299,2.9,14,3.3,2000,-22,2.14,0,0,Winter,No Holiday,Yes
1982,365,3.3,14,2.9,1985,-21.7,2.49,0,0,Winter,No Holiday,Yes
1983,366,4.2,15,2.7,1995,-20.2,2.21,0,0,Winter,No Holiday,Yes
1984,409,3.7,14,3.9,2000,-21.4,1.71,0,0,Winter,No Holiday,Yes
1985,469,3.1,14,3.7,2000,-21.9,1,0,0,Winter,No Holiday,Yes
1986,784,1.8,16,3.4,2000,-21.4,0.31,0,0,Winter,No Holiday,Yes
1987,460,-0.1,39,2.8,2000,-12.4,0,0,0,Winter,No Holiday,Yes
1988,356,-1.1,43,1.5,2000,-12.1,0,0,0,Winter,No Holiday,Yes
1989,345,-1.6,52,2.2,2000,-10.1,0,0,0,Winter,No Holiday,Yes
1990,299,-2.2,55,1.4,2000,-10,0,0,0,Winter,No Holiday,Yes
1991,223,-2.7,58,1.1,2000,-9.8,0,0,0,Winter,No Holiday,Yes
1992,195,-2.7,58,1.7,2000,-9.8,0,0,0,Winter,No Holiday,Yes
1993,190,-2.2,58,1,2000,-9.3,0,0,0,Winter,No Holiday,Yes
1994,116,-2.9,57,0,1985,-10.2,0,0,0,Winter,No Holiday,Yes
1995,71,-2.8,57,0.5,1995,-10.1,0,0,0,Winter,No Holiday,Yes
1996,66,-2.4,58,0.3,2000,-9.5,0,0,0,Winter,No Holiday,Yes
1997,75,-2.4,59,1.1,1984,-9.3,0,0,0,Winter,No Holiday,Yes
1998,151,-3,62,0.8,1996,-9.2,0,0,0,Winter,No Holiday,Yes
1999,373,-3.7,64,0.7,1891,-9.5,0,0,0,Winter,No Holiday,Yes
2000,783,-3.6,63,0.9,1473,-9.6,0.07,0,0,Winter,No Holiday,Yes
2001,383,-1.9,51,0.9,1654,-10.7,0.58,0,0,Winter,No Holiday,Yes
2002,259,0.9,44,1.1,1826,-10,1.16,0,0,Winter,No Holiday,Yes
2003,308,2.7,44,0.9,1761,-8.3,1.45,0,0,Winter,No Holiday,Yes
2004,352,4.8,47,2.6,1373,-5.5,1.72,0,0,Winter,No Holiday,Yes
2005,316,4.5,51,3.8,1108,-4.7,1.08,0,0,Winter,No Holiday,Yes
2006,331,4.8,50,4.3,1168,-4.7,1.01,0,0,Winter,No Holiday,Yes
2007,356,5,49,4.4,1138,-4.8,0.96,0,0,Winter,No Holiday,Yes
2008,404,5,50,4.3,1121,-4.5,0.74,0,0,Winter,No Holiday,Yes
2009,465,4.6,52,3.9,1059,-4.4,0.5,0,0,Winter,No Holiday,Yes
2010,730,3.9,56,4,1004,-4,0.18,0,0,Winter,No Holiday,Yes
2011,499,3.5,60,2.7,936,-3.5,0,0,0,Winter,No Holiday,Yes
2012,348,3,62,2.4,975,-3.5,0,0,0,Winter,No Holiday,Yes
2013,393,2.9,64,2.5,1154,-3.2,0,0,0,Winter,No Holiday,Yes
2014,346,2.9,65,2.3,1150,-3,0,0,0,Winter,No Holiday,Yes
2015,202,2.9,63,2.6,1253,-3.4,0,0,0,Winter,No Holiday,Yes
2016,42,1.7,86,2.7,54,-0.3,0,0.4,0.4,Winter,No Holiday,Yes
2017,55,0.6,96,2.1,118,0,0,0,4,Winter,No Holiday,Yes
2018,62,0.7,97,1.4,197,0.2,0,0,4.1,Winter,No Holiday,Yes
2019,32,0.9,97,1.2,243,0.4,0,3.7,4.1,Winter,No Holiday,Yes
2020,36,1.1,96,2.5,241,0.5,0,0,3.9,Winter,No Holiday,Yes
2021,39,1,91,0.7,257,-0.3,0,0,3.8,Winter,No Holiday,Yes
