Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Country,Date
Valentin Seroshtanov,M,Raw,20.5,Open,105.0,105,255.0,155.0,240.0,650.0,392.01,,2019-05-04
Dmitriy Mishenin,M,Raw,22.5,Open,101.9,105,210.0,172.5,260.0,642.5,392.3,,2019-05-04
Stanislav Sobolev,M,Raw,29.5,Open,101.0,105,210.0,155.0,230.0,595.0,364.67,,2019-05-04
Aleksandr Tsaturov,M,Raw,37.5,Open,103.85,105,215.0,147.5,230.0,592.5,358.94,,2019-05-04
Oleg Romanov,M,Raw,23.5,Open,101.2,105,230.0,140.0,215.0,585.0,358.24,Russia,2019-05-04
Aleksey Kurilkin,M,Raw,32.5,Open,104.9,105,205.0,145.0,230.0,580.0,349.93,,2019-05-04
Aleksey Melnichuk,M,Raw,35.5,Open,102.45,105,182.5,165.0,200.0,547.5,333.54,,2019-05-04
Roman Rybalov,M,Raw,33.5,Open,104.4,105,187.5,150.0,205.0,542.5,327.94,,2019-05-04
Vladimir Plonin,M,Raw,34.5,Open,100.95,105,180.0,130.0,175.0,485.0,297.31,Russia,2019-05-04
Mikhail Rantsev,M,Raw,33.5,Open,104.15,105,210.0,,,,,,2019-05-04
Sergey Razzhivaykin,M,Raw,35.5,Open,99.25,105,-250.0,,,,,,2019-05-04
Pavel Bogdanov,M,Raw,31.5,Open,102.2,105,-180.0,,,,,Belarus,2019-05-04
Denis Okutin,M,Raw,33.5,Open,105.0,105,,,,,,,2019-05-04
Ivan Khvorostyuk,M,Raw,23.0,Open,105.0,105,,,,,,Russia,2019-05-04
Abdul Abdusalamov,M,Raw,29.5,Open,118.0,120,310.0,187.5,310.0,807.5,466.38,,2019-05-04
Aleksey Goncharov,M,Raw,32.5,Open,118.1,120,285.0,212.5,300.0,797.5,460.48,,2019-05-04
Yuriy Tulumbasov,M,Raw,39.5,Open,115.65,120,275.0,190.0,310.0,775.0,450.73,,2019-05-04
Vasiliy Mitrofanov,M,Raw,31.0,Open,113.2,120,270.0,202.5,270.0,742.5,435.13,Russia,2019-05-04
Dmitriy Andrianov,M,Raw,30.5,Open,112.9,120,275.0,190.0,272.5,737.5,432.62,Russia,2019-05-04
Vadim Zubenok,M,Raw,37.5,Open,116.5,120,252.5,202.5,265.0,720.0,417.68,,2019-05-04
Pavel Bakanov,M,Raw,30.5,Open,117.3,120,265.0,185.0,270.0,720.0,416.69,,2019-05-04
Mikhail Rodichev,M,Raw,26.5,Open,116.95,120,260.0,170.0,270.0,700.0,405.54,,2019-05-04
Sergey Beglov,M,Raw,28.5,Open,117.1,120,250.0,170.0,280.0,700.0,405.36,,2019-05-04
Grigor Margaryan,M,Raw,24.5,Open,114.0,120,245.0,185.0,260.0,690.0,403.34,,2019-05-04
Daniil Zagaynov,M,Raw,26.5,Open,110.05,120,235.0,165.0,240.0,640.0,378.99,,2019-05-04
Evgeniy Korolyov,M,Raw,34.5,Open,124.2,120+,317.5,152.5,330.0,800.0,454.33,,2019-05-04
Pavel Fursov,M,Raw,35.5,Open,156.1,120+,290.0,190.0,290.0,770.0,409.71,,2019-05-04
Kirill Gezin,M,Raw,31.5,Open,141.9,120+,265.0,170.0,235.0,670.0,365.79,,2019-05-04
Denis Shevlyakov,M,Raw,25.5,Open,149.4,120+,280.0,185.0,-260.0,,,,2019-05-04
Natalya Shilo,F,Raw,22.5,Open,45.1,47,57.5,35.0,75.0,167.5,226.4,,2017-05-19
Amalya Novruzova,F,Raw,20.5,Open,51.88,52,82.5,62.5,107.5,252.5,308.27,,2017-05-19
Diana Vasileva,F,Raw,20.5,Open,56.26,57,85.0,55.0,102.5,242.5,280.23,,2017-05-19
Darya Andreeva,F,Raw,20.5,Open,53.74,57,60.0,37.5,75.0,172.5,205.55,,2017-05-19
Oleg Malichenko,M,Raw,21.5,Open,62.4,66,145.0,97.5,165.0,407.5,333.27,,2017-05-19
Artyom Korol,M,Raw,20.5,Open,60.55,66,90.0,95.0,160.0,345.0,289.03,,2017-05-19
Vasiliy Safonov,M,Raw,22.5,Open,63.6,66,105.0,80.0,125.0,310.0,249.79,,2017-05-19
Aleksandr Sobolev,M,Raw,18.5,Open,73.9,74,135.0,117.5,175.0,427.5,309.63,,2017-05-19
Ilya Gorev,M,Raw,19.5,Open,72.05,74,125.0,107.5,152.5,385.0,283.56,,2017-05-19
Yuriy Tsatsulin,M,Raw,18.5,Open,81.15,83,200.0,105.0,240.0,545.0,372.68,,2017-05-19
Sergey Perfilev,M,Raw,18.5,Open,77.2,83,195.0,110.0,180.0,485.0,341.69,,2017-05-19
Andrey Sychev,M,Raw,22.5,Open,91.9,93,220.0,147.5,237.5,605.0,387.16,,2017-05-19
Kirill Rudykh,M,Raw,18.5,Open,88.2,93,185.0,127.5,235.0,547.5,357.68,,2017-05-19
Kirill Shcherbakov,M,Raw,19.5,Open,89.55,93,190.0,132.5,225.0,547.5,354.91,,2017-05-19
Dmitriy Migal,M,Raw,19.5,Open,103.3,105,205.0,170.0,210.0,585.0,355.17,,2017-05-19
Vladislav Meshcheryakov,M,Raw,22.5,Open,102.25,105,185.0,110.0,215.0,510.0,310.95,,2017-05-19
Anton Morozevich,M,Raw,19.5,Open,104.45,105,175.0,135.0,175.0,485.0,293.12,,2017-05-19
Ivan Firsov,M,Raw,20.0,Open,108.7,120,215.0,155.0,225.0,595.0,353.99,Russia,2017-05-19
Anna Klishch,F,Raw,29.0,Open,45.92,47,87.5,60.0,120.0,267.5,356.69,Russia,2018-12-23
Evgeniya Maksimova,F,Raw,22.5,Open,45.96,47,92.5,45.0,112.5,250.0,333.14,,2018-12-23
Elena Toksarova,F,Raw,15.5,Open,44.66,47,70.0,50.0,77.5,197.5,268.95,Russia,2018-12-23
Irina Guzenkova,F,Raw,28.5,Open,45.2,47,70.0,37.5,80.0,187.5,253.01,,2018-12-23
Karina Zamorskaya,F,Raw,14.5,Open,46.14,47,55.0,35.0,70.0,160.0,212.59,,2018-12-23
Irina Akimova,F,Raw,28.5,Open,50.24,52,107.5,57.5,127.5,292.5,365.26,,2018-12-23
Galina Tsvetkova,F,Raw,29.5,Open,50.76,52,92.5,65.0,122.5,280.0,347.11,,2018-12-23
Darina Povidaychik,F,Raw,13.5,Open,51.76,52,90.0,45.0,100.0,235.0,287.37,,2018-12-23
Irina Zhepetova,F,Raw,22.5,Open,51.9,52,-85.0,,,,,,2018-12-23
Kseniya Lebedeva,F,Raw,35.5,Open,53.24,57,112.5,67.5,132.5,312.5,374.76,,2018-12-23
Arina Demidova,F,Raw,14.5,Open,54.6,57,105.0,82.5,125.0,312.5,368.4,,2018-12-23
Yuliya Fayzulina,F,Raw,24.5,Open,57.0,57,102.5,60.0,120.0,282.5,323.66,,2018-12-23
Olga Kopylova,F,Raw,25.5,Open,54.28,57,105.0,60.0,110.0,275.0,325.48,,2018-12-23
Viktoriya Soskova,F,Raw,18.5,Open,55.46,57,85.0,55.0,120.0,260.0,303.32,,2018-12-23
Mariya Vashedchenko,F,Raw,15.5,Open,54.04,57,80.0,42.5,95.0,217.5,258.2,,2018-12-23
Anna Elizarova,F,Raw,22.5,Open,58.56,63,150.0,95.0,175.0,420.0,472.84,Russia,2018-12-23
Anna Shtefan,F,Raw,26.5,Open,62.1,63,120.0,80.0,145.0,345.0,374.34,,2018-12-23
Alyona Alekseeva,F,Raw,31.5,Open,60.15,63,72.5,-47.5,,,,,2018-12-23
Valeriya Penevskaya,F,Raw,20.5,Open,63.15,72,147.5,87.5,152.5,387.5,416.16,,2018-12-23
Irina Artyushkina,F,Raw,24.5,Open,63.9,72,110.0,60.0,130.0,300.0,319.89,,2018-12-23
Irina Elizarova,F,Raw,57.5,Open,68.3,72,95.0,62.5,140.0,297.5,305.07,,2018-12-23
Evgeniya Fedotova,F,Raw,20.5,Open,70.55,72,110.0,60.0,120.0,290.0,291.98,,2018-12-23
Yuliya Gorelova,F,Raw,30.5,Open,80.7,84,135.0,72.5,155.0,362.5,340.09,,2018-12-23
Alena Gasheva,F,Raw,20.5,Open,72.6,84,82.5,55.0,75.0,212.5,210.61,,2018-12-23
Yuliya Dudkina,F,Raw,29.5,Open,74.65,84,-142.5,,,,,,2018-12-23
Olesya Pugach,F,Raw,34.5,Open,84.1,84+,125.0,67.5,125.0,317.5,291.98,,2018-12-23
Ilya Artamonov,M,Raw,16.5,Open,57.88,59,120.0,80.0,155.0,355.0,308.79,,2018-12-23
Aleksandr Shepelev,M,Raw,29.5,Open,65.25,66,170.0,142.5,205.0,517.5,408.95,Russia,2018-12-23
Pavel Nosov,M,Raw,23.5,Open,64.45,66,147.5,127.5,172.5,447.5,356.94,Russia,2018-12-23
Alisher Umarov,M,Raw,24.5,Open,65.35,66,145.0,112.5,170.0,427.5,337.44,,2018-12-23
Emil Rukavishnikov,M,Raw,26.5,Open,64.4,66,130.0,115.0,165.0,410.0,327.22,,2018-12-23
Nikita Mikhanov,M,Raw,14.5,Open,63.45,66,142.5,90.0,165.0,397.5,320.88,,2018-12-23
Ivan Ereniev,M,Raw,16.5,Open,64.5,66,135.0,95.0,150.0,380.0,302.92,,2018-12-23
Pavel Sorokin,M,Raw,23.5,Open,73.6,74,200.0,142.5,275.0,617.5,448.44,Israel,2018-12-23
Nikita Tarasenko,M,Raw,21.5,Open,73.35,74,190.0,137.5,232.5,560.0,407.59,,2018-12-23
Dmitriy Fedoseev,M,Raw,41.5,Open,72.95,74,185.0,125.0,230.0,540.0,394.45,Russia,2018-12-23
Artem Slepukhin,M,Raw,36.5,Open,73.1,74,170.0,135.0,220.0,525.0,382.97,,2018-12-23
Kirill Bozheskov,M,Raw,27.5,Open,72.3,74,172.5,125.0,215.0,512.5,376.59,,2018-12-23
Denis Ledyakhov,M,Raw,30.5,Open,73.95,74,160.0,130.0,210.0,500.0,361.98,,2018-12-23
Aleksey Korotin,M,Raw,42.0,Open,71.4,74,145.0,125.0,220.0,490.0,363.1,,2018-12-23
Tair Yusupov,M,Raw,32.5,Open,70.55,74,180.0,115.0,180.0,475.0,354.88,,2018-12-23
Aleksandr Bogatyy,M,Raw,16.5,Open,72.55,74,175.0,115.0,175.0,465.0,340.9,,2018-12-23
Mikhail Pakholkov,M,Raw,34.5,Open,73.45,74,155.0,115.0,190.0,460.0,334.5,,2018-12-23
Linur Zakiev,M,Raw,29.5,Open,72.85,74,140.0,112.5,170.0,422.5,308.9,,2018-12-23
Nikita Naranovich,M,Raw,15.5,Open,72.65,74,135.0,97.5,170.0,402.5,294.81,,2018-12-23
Aleksey Rudenko,M,Raw,36.5,Open,69.6,74,-125.0,,,,,Russia,2018-12-23
Vitaliy Sosnin,M,Raw,24.5,Open,83.0,83,255.0,157.5,260.0,672.5,454.0,,2018-12-23
Andrey Matveev,M,Raw,25.5,Open,82.95,83,237.5,147.5,280.0,665.0,449.09,Russia,2018-12-23
Viktor Kurzenev,M,Raw,25.0,Open,82.95,83,202.5,145.0,232.5,580.0,391.68,Russia,2018-12-23
Nikolay Tvardovskiy,M,Raw,39.5,Open,82.15,83,195.0,117.5,240.0,552.5,375.16,,2018-12-23
Nikolay Smirnov,M,Raw,37.5,Open,78.95,83,200.0,120.0,225.0,545.0,378.77,Russia,2018-12-23
Artem Zlobin,M,Raw,18.5,Open,80.9,83,192.5,115.0,227.5,535.0,366.5,Russia,2018-12-23
Sergey Novozhilov,M,Raw,49.5,Open,82.05,83,190.0,120.0,225.0,535.0,363.53,,2018-12-23
Artyom Grigorev,M,Raw,39.5,Open,81.45,83,167.5,120.0,225.0,512.5,349.71,,2018-12-23
Aleksandr Pervushin,M,Raw,23.5,Open,80.2,83,165.0,127.5,207.5,500.0,344.27,,2018-12-23
Evgeniy Bezyuk,M,Raw,30.5,Open,80.7,83,180.0,120.0,200.0,500.0,343.02,,2018-12-23
Dmitriy Kuzmin,M,Raw,29.5,Open,80.8,83,170.0,117.5,212.5,500.0,342.77,Russia,2018-12-23
Oleg Yarygin,M,Raw,35.5,Open,77.4,83,190.0,90.0,205.0,485.0,341.15,,2018-12-23
Sergey Kuznetsov #32,M,Raw,34.5,Open,82.75,83,170.0,135.0,175.0,480.0,324.59,,2018-12-23
Aleksandr Klepikov,M,Raw,43.5,Open,81.4,83,175.0,-155.0,,,,,2018-12-23
Andrey Kurushin,M,Raw,28.5,Open,80.6,83,-180.0,,,,,Russia,2018-12-23
Alikhan Lorsanov,M,Raw,24.5,Open,82.95,83,-180.0,,,,,,2018-12-23
Sergey Lupin,M,Raw,26.5,Open,93.0,93,287.5,192.5,300.0,780.0,496.28,Russia,2018-12-23
Nikolay Kravchenko,M,Raw,32.5,Open,89.95,93,257.5,187.5,265.0,710.0,459.22,Russia,2018-12-23
Anatoliy Gudin,M,Raw,28.0,Open,91.1,93,245.0,197.5,257.5,700.0,449.88,Russia,2018-12-23
Aleksandr Pavlov,M,Raw,35.5,Open,90.85,93,240.0,172.5,280.0,692.5,445.67,Russia,2018-12-23
Aleksandr Polikarpov,M,Raw,32.5,Open,92.55,93,250.0,140.0,275.0,665.0,424.1,,2018-12-23
Pavel Verolaynen,M,Raw,29.5,Open,91.6,93,230.0,170.0,240.0,640.0,410.21,,2018-12-23
Rustam Markentevich,M,Raw,21.5,Open,92.2,93,240.0,152.5,245.0,637.5,407.31,,2018-12-23
Valeriy Bulatov,M,Raw,32.5,Open,89.25,93,220.0,155.0,250.0,625.0,405.84,,2018-12-23
Pavel Petukhov,M,Raw,35.5,Open,91.0,93,230.0,155.0,240.0,625.0,401.9,Russia,2018-12-23
Aleksey Vanin,M,Raw,43.5,Open,91.05,93,220.0,172.5,225.0,617.5,396.97,,2018-12-23
Aleksandr Bardin,M,Raw,42.5,Open,88.5,93,212.5,150.0,245.0,607.5,396.19,Russia,2018-12-23
Aleksandr Bulevskiy,M,Raw,30.5,Open,92.2,93,210.0,142.5,245.0,597.5,381.75,,2018-12-23
Ruslan Kambulatov,M,Raw,31.5,Open,90.0,93,205.0,165.0,220.0,590.0,381.49,,2018-12-23
Nikolay Koziy,M,Raw,34.5,Open,91.6,93,180.0,150.0,210.0,540.0,346.12,,2018-12-23
Andrey Kashcheev,M,Raw,39.5,Open,90.2,93,167.5,110.0,175.0,452.5,292.26,,2018-12-23
Denis Vostrilov,M,Raw,32.5,Open,90.6,93,-160.0,,,,,,2018-12-23
Aleksandr Kadzaev,M,Raw,27.5,Open,104.05,105,270.0,165.0,302.5,737.5,446.43,Russia,2018-12-23
Ivan Yashin,M,Raw,31.0,Open,98.3,105,255.0,180.0,300.0,735.0,455.82,,2018-12-23
Denis Smelkov,M,Raw,39.5,Open,103.45,105,255.0,192.5,280.0,727.5,441.42,,2018-12-23
Stanislav Ivanov,M,Raw,33.5,Open,103.35,105,235.0,172.5,267.5,675.0,409.73,,2018-12-23
Vladimir Kalganov,M,Raw,24.5,Open,104.95,105,250.0,150.0,250.0,650.0,392.09,Russia,2018-12-23
Vadim Grimaylo,M,Raw,33.5,Open,99.6,105,217.5,160.0,260.0,637.5,393.07,,2018-12-23
Grigoriy Golyachenko,M,Raw,30.5,Open,103.2,105,217.5,140.0,240.0,597.5,362.9,,2018-12-23
Sergey Ranskiy,M,Raw,39.5,Open,102.2,105,205.0,160.0,230.0,595.0,362.85,,2018-12-23
Viktor Vasilkov,M,Raw,35.5,Open,104.1,105,210.0,145.0,240.0,595.0,360.1,,2018-12-23
Albert Shapovalov,M,Raw,39.5,Open,104.2,105,170.0,170.0,205.0,545.0,329.71,,2018-12-23
Dmitriy Krasev,M,Raw,35.5,Open,115.95,120,270.0,180.0,287.5,737.5,428.54,,2018-12-23
Viktor Popov #4,M,Raw,30.5,Open,108.2,120,262.5,162.5,295.0,720.0,429.12,,2018-12-23
Vladimir Timoshik,M,Raw,24.5,Open,117.9,120,260.0,160.0,280.0,700.0,404.41,,2018-12-23
Andrey Chukhin,M,Raw,42.5,Open,117.85,120,245.0,170.0,275.0,690.0,398.69,Russia,2018-12-23
Aleksandr Zakusilo,M,Raw,43.5,Open,112.7,120,200.0,160.0,,,,,2018-12-23
Anton Solodov,M,Raw,32.5,Open,162.5,120+,320.0,180.0,337.5,837.5,440.96,Russia,2018-12-23
Nikita Makarevich,M,Raw,24.5,Open,156.15,120+,307.5,177.5,310.0,795.0,422.98,,2018-12-23
Evgeniy Kikhlyarov,M,Raw,27.5,Open,120.85,120+,220.0,155.0,245.0,620.0,355.24,,2018-12-23
Aleksey Gorelov,M,Raw,36.5,Open,132.2,120+,-240.0,,,,,,2018-12-23
Karina Simonyants,F,Raw,37.5,Open,46.8,47,97.5,75.0,110.5,283.0,372.06,Russia,2015-01-22
Anna Zinkovskaya,F,Raw,23.5,Open,51.8,52,87.5,55.0,105.0,247.5,302.49,,2015-01-22
Irina Siluyanova,F,Raw,25.5,Open,50.2,52,65.0,45.0,80.0,190.0,237.4,,2015-01-22
Aleksandra Krylova,F,Raw,18.5,Open,52.0,52,72.5,30.0,67.5,170.0,207.21,,2015-01-22
Aleksandra Osina,F,Raw,28.5,Open,56.2,57,130.0,80.0,145.0,355.0,410.52,Russia,2015-01-22
Ekaterina Batygina,F,Raw,25.5,Open,56.0,57,100.0,70.0,125.0,295.0,341.94,,2015-01-22
Natalya Bukhantseva,F,Raw,27.5,Open,52.95,57,82.5,50.0,90.0,222.5,267.83,,2015-01-22
Anna Vasilevskaya,F,Raw,28.5,Open,54.85,57,80.0,50.0,92.5,222.5,261.5,,2015-01-22
Nina Pokrovskaya,F,Raw,31.5,Open,56.2,57,67.5,,,,,,2015-01-22
Tatyana Efimova,F,Raw,35.5,Open,60.0,63,110.0,82.5,135.0,327.5,363.05,Russia,2015-01-22
Olesya Egorova,F,Raw,24.5,Open,57.2,63,117.5,57.5,115.0,290.0,331.49,Russia,2015-01-22
Vera Shaeva,F,Raw,25.5,Open,62.3,63,85.0,55.0,107.5,247.5,268.01,,2015-01-22
Tatyana Kuzmina,F,Raw,23.5,Open,62.55,63,82.5,50.0,102.5,235.0,253.85,Russia,2015-01-22
Alisa Sakaeva,F,Raw,23.5,Open,60.4,63,85.0,40.0,107.5,232.5,256.66,,2015-01-22
Alyona Volkova,F,Raw,26.5,Open,61.35,63,75.0,55.0,95.0,225.0,245.97,,2015-01-22
Tatyana Yakimova,F,Raw,26.5,Open,60.3,63,75.0,47.5,95.0,217.5,240.35,,2015-01-22
Larisa Sorokina,F,Raw,33.5,Open,71.3,72,120.0,95.0,170.0,385.0,385.37,Russia,2015-01-22
Kristina Yurgens,F,Raw,28.5,Open,70.65,72,135.0,77.5,137.5,350.0,352.12,,2015-01-22
Valeriya Volobueva,F,Raw,26.5,Open,69.35,72,95.0,65.0,107.5,267.5,271.93,,2015-01-22
Ulyana Guseva,F,Raw,27.5,Open,70.35,72,92.5,57.5,112.5,262.5,264.72,,2015-01-22
Olga Melnikova,F,Raw,36.5,Open,68.65,72,70.0,62.5,100.0,232.5,237.72,Russia,2015-01-22
Irina Nikolaeva,F,Raw,36.5,Open,71.65,72,60.0,37.5,102.5,200.0,199.65,,2015-01-22
Svetlana Belyaeva,F,Raw,26.5,Open,81.35,84,100.0,80.0,120.0,300.0,280.35,,2015-01-22
Nadezhda Zhirnova,F,Raw,31.5,Open,82.5,84,100.0,62.5,100.0,262.5,243.63,,2015-01-22
Marina Somova #1,F,Raw,35.5,Open,84.5,84+,110.0,65.0,130.0,305.0,279.86,,2015-01-22
Andrey Shamanaev,M,Raw,20.5,Open,58.8,59,75.0,75.0,90.0,240.0,205.99,,2015-01-22
Sergey Pivnik,M,Raw,26.5,Open,65.45,66,170.0,110.0,210.0,490.0,386.33,,2015-01-22
Oleg Zabrodin,M,Raw,24.5,Open,65.6,66,175.0,110.0,187.5,472.5,371.89,,2015-01-22
Viktor Berezin,M,Raw,19.5,Open,66.0,66,157.5,130.0,180.0,467.5,366.3,Russia,2015-01-22
Dmitriy Rybinkov,M,Raw,24.5,Open,62.75,66,150.0,105.0,180.0,435.0,354.2,,2015-01-22
Karen Muradyan,M,Raw,30.5,Open,73.7,74,190.0,162.5,245.0,597.5,433.53,Russia,2015-01-22
Aleksey Skasyrskov,M,Raw,36.5,Open,73.2,74,195.0,132.5,242.5,570.0,415.42,Russia,2015-01-22
Pavel Bondarenko,M,Raw,23.5,Open,73.7,74,200.0,150.0,207.5,557.5,404.5,,2015-01-22
Dmitriy Basov,M,Raw,27.5,Open,73.05,74,192.5,100.0,262.5,555.0,405.04,Russia,2015-01-22
Dmitriy Voronov,M,Raw,27.5,Open,73.5,74,177.5,135.0,205.0,517.5,376.15,Russia,2015-01-22
Vondyun Kim,M,Raw,23.5,Open,73.5,74,150.0,127.5,190.0,467.5,339.81,,2015-01-22
Aleksey Skidanov,M,Raw,26.5,Open,73.25,74,162.5,105.0,195.0,462.5,336.92,Russia,2015-01-22
Dmitriy Sautin,M,Raw,24.5,Open,71.95,74,115.0,110.0,162.5,387.5,285.67,Russia,2015-01-22
Maksim Maksimov,M,Raw,28.5,Open,72.55,74,,,,,,Russia,2015-01-22
Andrey Kalachev,M,Raw,30.5,Open,82.2,83,215.0,172.5,240.0,627.5,425.94,Russia,2015-01-22
Yuriy Kadyrov,M,Raw,40.5,Open,81.65,83,200.0,182.5,242.5,625.0,425.88,Russia,2015-01-22
Aleksandr Lyubegin,M,Raw,30.5,Open,82.4,83,200.0,130.0,290.0,620.0,420.27,Russia,2015-01-22
Denis Tyulkov,M,Raw,28.5,Open,82.15,83,220.0,150.0,242.5,612.5,415.91,Russia,2015-01-22
Dmitriy Mamaev,M,Raw,29.5,Open,81.05,83,220.0,140.0,232.5,592.5,405.45,Russia,2015-01-22
Vadim Vasilev,M,Raw,34.5,Open,81.65,83,185.0,135.0,235.0,555.0,378.18,,2015-01-22
Kibar Maradze,M,Raw,26.5,Open,82.15,83,195.0,142.5,215.0,552.5,375.16,Russia,2015-01-22
Maksim Tkachenko,M,Raw,25.5,Open,81.25,83,180.0,155.0,210.0,545.0,372.42,,2015-01-22
Aleksandr Miranovich,M,Raw,28.0,Open,82.25,83,205.0,145.0,187.5,537.5,364.73,Russia,2015-01-22
Pavel Kupchik,M,Raw,23.5,Open,77.35,83,175.0,125.0,205.0,505.0,355.36,,2015-01-22
Sergey Obukhov,M,Raw,43.5,Open,79.05,83,170.0,122.5,210.0,502.5,348.96,Russia,2015-01-22
Yuriy Senin,M,Raw,34.5,Open,80.85,83,165.0,132.5,205.0,502.5,344.36,,2015-01-22
Anton Sidin,M,Raw,26.0,Open,82.65,83,165.0,135.0,200.0,500.0,338.35,Russia,2015-01-22
Mikhail Zhdanov,M,Raw,31.5,Open,81.75,83,175.0,125.0,192.5,492.5,335.36,Russia,2015-01-22
Vadim Mashtarov,M,Raw,23.5,Open,82.3,83,140.0,130.0,180.0,450.0,305.25,,2015-01-22
Aleksey Kapaev,M,Raw,23.5,Open,82.25,83,155.0,112.5,177.5,445.0,301.96,,2015-01-22
Nodar Borovko,M,Raw,27.5,Open,80.25,83,150.0,112.5,180.0,442.5,304.56,,2015-01-22
Evgeniy Lapshov,M,Raw,27.5,Open,81.6,83,142.5,100.0,157.5,400.0,272.66,,2015-01-22
Evgeniy Kovtun,M,Raw,32.0,Open,82.5,83,160.0,,,,,,2015-01-22
Denis Frolov,M,Raw,24.5,Open,80.55,83,,,,,,Russia,2015-01-22
Kirill Maslov,M,Raw,27.5,Open,80.6,83,,,,,,,2015-01-22
Evgeniy Usov,M,Raw,27.5,Open,81.15,83,,,,,,,2015-01-22
Sergey Shakhov,M,Raw,33.5,Open,81.55,83,,,,,,Russia,2015-01-22
Rodion Aunin,M,Raw,23.0,Open,82.25,83,,,,,,Russia,2015-01-22
Aleksandr Shchurov,M,Raw,27.5,Open,82.9,83,,,,,,,2015-01-22
Aleksey Fedotov,M,Raw,32.5,Open,90.25,93,215.0,165.0,260.0,640.0,413.25,Russia,2015-01-22
Pavel Kobelev,M,Raw,25.5,Open,90.05,93,200.0,175.0,250.0,625.0,404.01,Russia,2015-01-22
Sergey Filatov,M,Raw,27.5,Open,91.95,93,220.0,160.0,230.0,610.0,390.26,Russia,2015-01-22
Igor Chernykh,M,Raw,24.5,Open,90.5,93,185.0,150.0,230.0,565.0,364.32,Russia,2015-01-22
Vladimir Soroka,M,Raw,24.5,Open,90.7,93,207.5,137.5,197.5,542.5,349.42,,2015-01-22
Emil Aliev,M,Raw,26.5,Open,91.15,93,192.5,130.0,215.0,537.5,345.35,Russia,2015-01-22
Anton Gryazev,M,Raw,27.0,Open,89.0,93,175.0,130.0,222.5,527.5,343.02,Russia,2015-01-22
Vasiliy Vertebnyy,M,Raw,24.5,Open,89.15,93,170.0,140.0,200.0,510.0,331.36,,2015-01-22
Evgeniy Makarenko,M,Raw,26.5,Open,92.0,93,125.0,110.0,150.0,385.0,246.24,,2015-01-22
Dmitriy Sverdlov,M,Raw,28.5,Open,93.0,93,250.0,,,,,Russia,2015-01-22
Nikolay Bazanov,M,Raw,33.5,Open,104.65,105,305.0,200.0,317.5,822.5,496.72,Russia,2015-01-22
Igor Shevelev,M,Raw,36.5,Open,103.15,105,322.5,200.0,275.0,797.5,484.47,Russia,2015-01-22
Timur Fedotov,M,Raw,24.5,Open,104.4,105,275.0,192.5,317.5,785.0,474.53,Russia,2015-01-22
Timur Sagatov,M,Raw,35.5,Open,104.95,105,260.0,192.5,277.5,730.0,440.34,,2015-01-22
Ivan Konev #1,M,Raw,32.5,Open,103.95,105,252.5,157.5,280.0,690.0,417.84,Russia,2015-01-22
Dmitriy Kuznetsov,M,Raw,38.5,Open,102.9,105,245.0,190.0,245.0,680.0,413.51,,2015-01-22
Zakhar Zankhabaev,M,Raw,29.5,Open,102.8,105,225.0,185.0,235.0,645.0,392.38,Russia,2015-01-22
Andrey Yuroev,M,Raw,34.0,Open,98.55,105,230.0,150.0,260.0,640.0,396.46,Russia,2015-01-22
Aleksey Vasilev,M,Raw,35.5,Open,101.8,105,210.0,180.0,250.0,640.0,390.94,,2015-01-22
Igor Klochek,M,Raw,24.5,Open,98.1,105,210.0,145.0,272.5,627.5,389.5,Russia,2015-01-22
Artem Samatov,M,Raw,24.5,Open,102.9,105,190.0,165.0,260.0,615.0,373.98,,2015-01-22
Nikolay Yarlikov,M,Raw,30.5,Open,104.7,105,210.0,165.0,227.5,602.5,363.79,,2015-01-22
Dmitriy Dubkov,M,Raw,34.0,Open,103.65,105,212.5,132.5,250.0,595.0,360.74,Russia,2015-01-22
Andrey Borisov,M,Raw,30.5,Open,103.45,105,210.0,150.0,230.0,590.0,357.99,Russia,2015-01-22
Nikolay Yarmaki,M,Raw,32.5,Open,101.0,105,210.0,135.0,235.0,580.0,355.48,Russia,2015-01-22
Roman Rudakov,M,Raw,24.5,Open,99.4,105,225.0,125.0,225.0,575.0,354.85,Russia,2015-01-22
Sergey Tarasov,M,Raw,27.5,Open,98.45,105,180.0,160.0,230.0,570.0,353.25,,2015-01-22
Sergey Bannov,M,Raw,34.0,Open,101.35,105,170.0,147.5,232.5,550.0,336.59,Russia,2015-01-22
Petr Ivanov,M,Raw,25.5,Open,97.65,105,160.0,147.5,230.0,537.5,334.32,Russia,2015-01-22
Viktor Domnin,M,Raw,23.5,Open,104.1,105,180.0,,,,,Russia,2015-01-22
Dmitriy Penkin,M,Raw,42.5,Open,116.7,120,270.0,210.0,312.5,792.5,459.46,Russia,2015-01-22
Dmitriy Balabanov,M,Raw,33.5,Open,105.85,120,280.0,200.0,300.0,780.0,468.9,Russia,2015-01-22
Mikhail Chernov,M,Raw,32.5,Open,118.85,120,270.0,190.0,300.0,760.0,437.88,Russia,2015-01-22
Nikita Danilov,M,Raw,22.5,Open,119.7,120,255.0,217.5,265.0,737.5,423.9,Russia,2015-01-22
